data
61.13
64.45
64.5
64.7
65.3
64.51
66.17
66.66
66.91
65.61
69.97
72.16
72.64
72.12
67.41
67.16
67.73
66.85
66.22
66.74
66.26
66.32
67.27
66.83
68.63
70.25
71.13
70.55
70.17
71.81
74.16
74.28
74.07
75.28
75.58
76.12
76.67
76.82
78.29
78.95
78.75
79.24
76.66
74.87
74.97
74.5
75.22
74.77
75.87
75.79
78.53
79.19
79.74
80.4
80.15
77.69
76.75
78.14
78.89
79.08
