data
34.12
33.35
33.815
34.05
33.57
33.52
34.25
33.77
34.27
34.4
34.09
33.21
30.135
30.17
29.96
30.14
30.45
30.71
30.11
30.1
30.7
31.19
31.645
31.515
31.23
31.86
31.25
32.01
32.0
32.16
32.01
31.86
31.87
32.07
32.39
32.37
32.54
32.48
32.55
32.35
32.75
32.57
32.78
33.0
32.82
33.02
32.92
33.25
33.25
33.57
32.41
32.06
32.2
32.3
32.4
31.77
32.34
31.78
31.66
31.7
