data
22.44
22.7
22.1
22.08
22.23
22.55
21.42
21.29
21.0
21.31
20.82
20.73
21.09
21.58
21.11
21.29
20.96
20.45
20.25
20.44
20.86
21.18
21.09
21.59
21.5
20.95
20.95
20.72
21.43
21.31
21.53
21.5
21.25
22.21
22.86
22.75
23.52
23.08
22.9
23.01
23.19
23.06
22.77
22.56
22.66
22.3
22.7
22.21
22.15
22.34
21.93
21.55
21.19
19.93
20.07
19.26
19.17
19.16
19.35
19.61
