data
22.35
22.1625
22.28
22.2
21.9095
22.58
22.57
22.2
22.64
22.84
22.13
21.6975
21.76
21.54
22.205
22.69
22.69
23.2
23.18
23.07
23.2
23.09
22.89
22.68
22.22
22.66
22.45
21.75
21.46
21.55
21.83
22.32
23.0875
23.22
23.37
23.38
23.71
23.94
23.83
23.27
23.59
23.92
23.56
24.31
24.5
24.64
24.57
24.28
23.7
23.64
24.21
24.49
24.29
24.38
24.26
24.29
23.66
22.94
22.66
22.72
