data
45.66
45.92
45.61
45.4
45.42
45.03
44.85
44.98
44.81
44.68
45.09
45.73
45.84
46.33
50.3
50.95
50.86
50.75
50.87
50.2
50.14
49.36
49.46
48.85
49.35
49.62
49.88
50.45
50.35
50.56
50.44
50.45
51.0
51.13
50.8
50.76
51.17
51.17
50.45
50.3
49.93
50.16
49.77
50.23
49.96
49.64
49.1
49.06
48.1
48.24
48.83
49.25
48.55
48.62
48.9
49.26
49.07
49.19
49.24
49.24
