data
89.68
88.89
86.39
87.73
87.25
86.39
86.17
86.92
88.44
89.42
89.94
91.04
90.49
91.25
87.13
89.74
89.26
91.49
91.34
92.31
94.39
95.29
95.57
96.4
95.28
95.33
96.51
97.06
96.64
96.3
98.25
97.89
96.98
96.03
96.23
95.94
94.38
95.87
96.15
95.63
94.95
95.14
94.59
93.83
94.04
93.54
94.02
95.61
95.33
94.66
94.61
92.94
93.58
92.33
92.94
90.74
89.75
89.99
88.24
88.94
