data
32.38
32.0
32.03
31.92
32.07
32.34
31.94
31.94
31.94
31.61
31.96
32.32
32.88
34.09
33.9398
33.76
33.61
33.61
33.27
33.02
33.32
34.69
34.31
34.61
34.43
34.44
34.46
34.91
34.86
34.96
34.7
34.64
34.62
35.11
34.93
34.69
34.94
35.38
35.54
35.78
35.38
35.51
36.205
35.13
35.48
35.1
34.56
34.9
34.96
35.11
34.9
34.81
35.4
35.005
34.28
34.75
34.28
34.32
34.68
34.24
