data
36.205
35.13
35.48
35.1
34.56
34.9
34.96
35.11
34.99
34.9
34.81
35.4
35.005
34.28
34.75
34.28
34.32
34.68
34.24
34.63
35.05
35.46
35.86
35.94
35.71
35.88
35.43
35.575
36.3
36.34
36.04
35.69
35.765
32.3
31.98
31.25
31.535
31.95
32.33
32.41
32.745
32.4
32.365
32.03
32.36
33.04
33.73
33.615
33.46
32.8
32.485
32.12
32.37
32.515
32.46
32.51
32.27
32.359
32.24
32.78
