data
79.38
78.83
79.26
78.98
78.74
79.57
80.27
81.09
82.89
83.94
84.61
84.52
82.3
82.9
82.62
81.64
77.08
77.56
76.23
77.99
78.68
78.1
77.74
78.46
78.5
78.1
77.84
79.54
81.82
83.08
86.09
85.59
87.76
87.08
87.07
88.28
86.24
87.49
86.98
88.66
89.69
90.69
87.69
87.86
87.8
87.18
87.63
87.14
87.6
89.74
89.43
89.52
89.9
89.64
89.63
89.81
90.38
90.82
90.95
88.94
