data
55.47
56.29
53.89
53.75
53.14
52.87
52.56
53.37
53.47
54.02
53.35
53.84
53.96
54.09
55.03
53.8
53.15
53.86
55.14
54.8
54.05
54.53
55.49
56.89
56.46
56.35
55.88
55.06
54.55
55.13
54.11
54.13
54.26
54.17
54.64
54.8
54.85
54.49
55.0
55.45
55.67
55.7
55.98
56.49
56.43
56.59
56.21
56.09
56.42
56.19
56.24
56.23
56.39
56.56
56.51
56.61
56.14
55.43
54.59
54.41
