data
43.71
42.93
42.99
42.64
43.44
43.15
42.94
42.62
42.96
42.96
43.11
43.2
43.51
43.08
42.73
43.99
43.46
43.0
43.32
43.42
43.55
43.39
43.08
43.61
44.5
44.73
43.62
44.37
44.59
43.92
43.26
43.48
44.01
43.84
43.57
43.79
44.38
44.15
44.24
44.32
44.29
44.28
43.93
43.33
44.14
43.86
43.49
43.79
43.7
43.97
43.81
43.1
43.07
43.94
44.28
44.34
43.72
44.64
44.91
42.74
