data
54.5
54.63
54.59
54.48
54.52
54.62
54.94
55.18
55.01
55.41
55.08
55.33
54.88
54.6
54.79
54.85
54.0
53.99
54.25
54.65
53.43
54.13
54.56
54.64
54.5
53.66
54.17
54.2
53.08
52.77
51.75
51.69
51.72
50.6
50.24
52.02
52.1
52.59
53.26
54.01
53.94
53.62
53.84
53.28
53.13
52.9
52.68
56.99
56.12
56.74
56.66
56.77
56.97
58.01
58.46
58.86
59.28
59.53
59.6
60.15
