data
21.28
21.88
21.99
21.96
21.4
21.58
21.78
21.94
22.11
22.32
22.23
22.2
22.16
22.16
21.88
21.94
21.77
21.56
21.97
21.88
22.52
22.76
22.86
22.72
22.66
22.13
21.52
21.62
21.57
21.41
21.13
21.17
20.86
21.17
21.12
20.84
20.36
20.34
20.39
20.54
20.57
20.8
20.74
20.72
20.91
21.19
21.32
21.81
22.42
22.19
22.19
22.05
21.99
21.87
21.3
21.45
21.1
21.09
20.89
20.9
