data
48.83
49.25
48.55
48.62
48.9
49.26
49.07
49.19
49.24
49.24
49.45
49.8
50.33
50.62
50.93
51.01
51.73
51.58
52.49
52.77
52.8
52.79
48.74
48.33
48.04
47.97
47.97
48.16
47.97
47.92
48.16
48.08
48.35
48.8
48.69
48.9
48.91
48.4
48.36
48.21
48.28
48.23
48.61
48.86
49.19
49.58
49.35
49.25
49.31
49.98
50.15
50.88
50.68
50.9
50.64
50.28
50.18
50.4
50.49
50.54
