data
40.86
40.4
40.53
40.53
40.87
40.78
41.42
41.46
41.67
41.77
41.64
41.08
41.25
41.07
41.08
41.16
40.94
40.93
41.19
41.04
41.15
40.71
40.71
40.9
41.13
41.16
41.1
41.09
41.28
41.09
41.39
41.32
41.21
41.14
41.32
41.22
41.5
41.07
41.1
41.26
41.31
41.31
41.22
41.16
41.25
41.25
41.25
40.72
40.03
40.68
40.25
40.86
38.92
39.23
39.07
39.51
39.51
39.23
39.03
39.3
