data
22.34
22.83
22.8
22.8
22.39
22.34
22.6
22.14
22.6
22.09
22.08
22.44
22.66
22.64
22.83
22.48
21.91
21.95
22.59
22.78
23.31
23.162
23.12
22.88
24.34
24.43
24.46
24.73
24.95
24.97
25.01
24.93
24.53
24.85
24.82
24.46
24.38
24.68
24.69
24.56
24.8
25.34
25.24
25.33
25.06
24.83
24.15
24.03
23.88
23.86
23.06
23.22
23.76
23.75
23.11
23.55
23.12
23.51
23.11
23.35
