data
32.25
32.95
32.9
31.665
32.12
33.0275
32.765
32.1
32.745
32.79
31.8
31.91
31.59
31.17
30.2
30.55
30.76
31.4175
31.125
31.41
32.14
32.64
32.555
33.16
33.05
33.4325
34.02
34.14
33.92
33.58
33.72
33.54
33.785
33.4
33.7
33.8
34.18
33.63
33.67
34.11
34.75
34.83
34.97
35.25
35.29
35.96
36.37
36.14
35.25
34.67
35.2
35.62
34.98
35.73
35.19
34.18
33.94
33.91
34.5
34.27
