seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
50,25,10,1,0.6359032425615523,4.370389461517334,1.10813773671786,2.0664730072021484,70.6168747,13.6706190
50,25,10,2,0.46339597304662067,3.124951124191284,0.5494314879179001,1.7354401350021362,57.2784958,11.3481312
50,25,10,3,0.4379899766710069,3.3398244380950928,0.6202047318220139,1.8065860271453857,59.4094696,12.1376839
50,25,10,4,0.42273421088854474,3.0635406970977783,0.5517781178156534,1.7259767055511475,53.4333115,11.6756506
50,25,10,5,0.42492186029752094,3.012620687484741,0.5841500063737234,1.7112892866134644,54.1119919,11.5722694
50,25,10,6,0.41501827703581917,3.0978033542633057,0.5607870817184448,1.734261155128479,56.2534752,11.7193823
50,25,10,7,0.4096195366647508,3.0608909130096436,0.5618012199799219,1.7278329133987427,55.4808617,11.6317415
50,25,10,8,0.4423818356460995,2.971245050430298,0.5553829620281855,1.7018234729766846,54.3395157,11.4472151
50,25,10,9,0.38529961970117355,3.143561363220215,0.5573858767747879,1.7508869171142578,56.1489525,11.6241522
50,25,10,10,0.4078371160560184,3.0323400497436523,0.5563374161720276,1.7200254201889038,54.4337387,11.3907013
