seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
20,10,4,1,0.9906663621465365,0.3737534284591675,0.9999252458413442,0.5533891320228577,50.9967690,3.5645225
20,10,4,2,0.9175838083028793,0.29945406317710876,1.0529280702273052,0.5080037117004395,52.0769043,3.9706364
20,10,4,3,0.818040465315183,0.30432191491127014,0.7370988676945368,0.4940387010574341,43.7581940,3.0735731
20,10,4,4,0.6081889147559801,0.17703144252300262,0.4814865191777547,0.3586556911468506,27.1146183,2.1938636
20,10,4,5,0.44634493564565975,0.12614424526691437,0.4700900415579478,0.2944200038909912,23.4225922,1.6183890
20,10,4,6,0.4586298217376073,0.1118633970618248,0.5006063530842463,0.25800788402557373,25.7692394,1.8598895
20,10,4,7,0.4663638658821583,0.1319940984249115,0.4920930415391922,0.28055068850517273,28.3516579,2.0043683
20,10,4,8,0.4211600720882416,0.10589013993740082,0.48753373821576435,0.2646801471710205,24.6683178,2.2013919
20,10,4,9,0.42890843252340954,0.12403278052806854,0.4863203664620717,0.2867324948310852,29.5940075,2.2851312
20,10,4,10,0.4125137651960055,0.0895761251449585,0.4852950523296992,0.2299499213695526,30.8298683,2.0144126
