Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss
1,0.49193647527886974,1.0427203609728488,0.4265107981303111,0.43332940136038123
1,0.4896090602854155,1.0427203609728488,0.4265107981303111,0.43332940136038123
2,0.4375652145113676,1.0437468421601115,0.4539032418432893,0.4511082233721707
2,0.43200876755202144,1.0437468421601115,0.4539032418432893,0.4511082233721707
3,0.41149813451799927,1.094997364546166,0.43387563602656737,0.44003243712695683
3,0.4171157187529011,1.094997364546166,0.43387563602656737,0.44003243712695683
4,0.39002833630426137,1.1147330699323796,0.4449261573181317,0.44765243755311385
4,0.38539701335406795,1.1147330699323796,0.4449261573181317,0.44765243755311385
5,0.3588191642413079,1.0841387198591719,0.4542526950882304,0.452863118693638
5,0.35769236890367373,1.0841387198591719,0.4542526950882304,0.452863118693638
6,0.32816394654527514,1.1247810722411085,0.47923334605903145,0.47021711005696226
6,0.3285265338997687,1.1247810722411085,0.47923334605903145,0.47021711005696226
7,0.3057664340439205,1.165089528982331,0.49319558051180373,0.4768765756518257
7,0.3071139574068071,1.165089528982331,0.49319558051180373,0.4768765756518257
8,0.2922628625781031,1.1933155634573527,0.49374569761155007,0.47674326846996945
8,0.2928430394093562,1.1933155634573527,0.49374569761155007,0.47674326846996945
9,0.2858503176938004,1.1816996796196009,0.49612658104042007,0.4786016252271983
9,0.284977285612014,1.1816996796196009,0.49612658104042007,0.4786016252271983
10,0.2816108194724893,1.1770797396192745,0.5012709896941828,0.4804835748687691
10,0.28131275300434383,1.1770797396192745,0.5012709896941828,0.4804835748687691
11,0.2779831463290799,1.1753885907178023,0.49845541935401405,0.47920522745065136
11,0.28079925865484273,1.1753885907178023,0.49845541935401405,0.47920522745065136
