seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
30,15,6,1,0.3257958929647099,0.45556434988975525,0.9784257411956787,0.5657145380973816,30.4203033,4.7949615
30,15,6,2,0.30429671569304034,0.3327813148498535,1.0806424021720886,0.48454514145851135,20.9299088,3.0918727
30,15,6,3,0.2850525392727418,0.5025717616081238,1.0392564336458843,0.6194251179695129,29.1309204,4.9983225
30,15,6,4,0.27016800371083344,0.34711208939552307,1.0404447714487712,0.5082384347915649,27.4097233,4.2872062
30,15,6,5,0.27287542955441907,0.37219923734664917,0.9888957142829895,0.5408609509468079,29.9010448,4.6808729
30,15,6,6,0.26541183617981995,0.32397037744522095,0.9920600851376852,0.4880885183811188,27.1768475,4.5251236
30,15,6,7,0.2685499827970158,0.40114083886146545,0.9999282956123352,0.547674834728241,22.3073883,3.0815439
30,15,6,8,0.2809671461582184,0.29744428396224976,1.0045832991600037,0.47658464312553406,28.2230759,4.6273484
30,15,6,9,0.2561807171864943,0.3186371624469757,1.0058332880338032,0.482168048620224,20.8359680,3.0413280
30,15,6,10,0.2552555081519214,0.44119641184806824,1.003708839416504,0.5709329843521118,26.5239601,3.9994664
