seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
40,20,8,1,0.30918053835630416,0.5054730176925659,1.3317954937616985,0.6847524642944336,32.7577820,3.5488050
40,20,8,2,0.24506531208753585,0.5267946720123291,1.4241876602172852,0.6956929564476013,31.5456543,3.6836624
40,20,8,3,0.23317271769046782,0.44909390807151794,0.9078290661176046,0.6486879587173462,26.6037159,2.9475510
40,20,8,4,0.23500906825065612,0.46352237462997437,1.1617600818475087,0.6654807925224304,31.6413822,3.7288594
40,20,8,5,0.24104571714997292,0.46320605278015137,1.105150858561198,0.6646791696548462,28.9444809,3.3527751
40,20,8,6,0.22043735682964324,0.474202960729599,1.0759106477101643,0.673228919506073,28.6824532,3.8365335
40,20,8,7,0.21444090753793715,0.4414181411266327,1.082011620203654,0.6500823497772217,29.4349728,2.8664675
40,20,8,8,0.22319385260343552,0.47608113288879395,1.0936585267384846,0.6778030395507812,29.8734512,3.5199101
40,20,8,9,0.2321903109550476,0.4618942141532898,1.1050071616967518,0.6654283404350281,30.2841778,3.5594692
40,20,8,10,0.22402316853404045,0.4592200517654419,1.1094167629877727,0.6655690670013428,29.4858150,3.2786899
