seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
30,15,6,1,1.3047923770817844,3.0789318084716797,1.5944887200991313,1.5674713850021362,143.2178192,9.3316927
30,15,6,2,1.1567912047559565,2.859642505645752,1.4501936435699463,1.5414758920669556,158.3926544,10.0465441
30,15,6,3,0.9950121532786976,1.907462239265442,1.2335102260112762,1.2437433004379272,141.8171997,7.9249196
30,15,6,4,0.709959707476876,1.6756683588027954,1.1639973322550456,1.2110326290130615,143.3883209,7.3586769
30,15,6,5,0.5882082689892162,1.9124069213867188,1.1673723061879475,1.3125548362731934,147.3594513,7.4837866
30,15,6,6,0.4968276457353072,1.8935810327529907,1.186954806248347,1.2918682098388672,141.9937134,7.7287836
30,15,6,7,0.5210884430191733,1.6214945316314697,1.150417963663737,1.2011314630508423,160.9642334,7.5227718
30,15,6,8,0.49949455803090875,1.5255002975463867,1.1382297078768413,1.1613504886627197,139.3339691,6.9060926
30,15,6,9,0.49829580838030035,1.506050944328308,1.1334834098815918,1.1488226652145386,167.7897644,6.8229856
30,15,6,10,0.507335053248839,1.5148096084594727,1.1323964794476826,1.1597096920013428,145.8336945,7.6332226
