seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
50,25,10,1,0.5490275058481429,3.15403151512146,0.38289473454157513,1.7196134328842163,76.7572556,10.4932880
50,25,10,2,0.3860194815529717,3.646798610687256,0.26286521553993225,1.8944178819656372,88.1599045,12.3276787
50,25,10,3,0.3772413084904353,3.7982611656188965,0.23505684236685434,1.9325722455978394,91.8645401,11.9469624
50,25,10,4,0.3861066334777408,3.7817158699035645,0.23987087110678354,1.9287439584732056,86.5719910,10.7544079
50,25,10,5,0.3836718714899487,3.601375102996826,0.2533358534177144,1.8821839094161987,85.2526321,10.9769630
50,25,10,6,0.34676481121116215,3.638688325881958,0.2554067720969518,1.8943859338760376,87.5682449,11.3641338
50,25,10,7,0.37541304528713226,3.574083089828491,0.25743021070957184,1.877054214477539,86.6302643,11.9540710
50,25,10,8,0.3620983792675866,3.512953281402588,0.25823497275511426,1.8593977689743042,85.1001968,11.2190371
50,25,10,9,0.35806918144226074,3.6164777278900146,0.2582659423351288,1.8891571760177612,86.9143600,12.0236511
50,25,10,10,0.38150132364696926,3.5700206756591797,0.2576570510864258,1.876634955406189,86.1724167,12.0253601
