seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
40,20,8,1,0.6730562031269074,0.13582830131053925,0.7796456317106882,0.3278357684612274,34.0563545,2.8060935
40,20,8,2,0.6217066615819931,0.13324052095413208,0.9227149983247122,0.2927771508693695,30.6541500,2.7043645
40,20,8,3,0.581711868941784,0.1437218189239502,0.8838959733645121,0.3210431933403015,28.5527706,2.3649521
40,20,8,4,0.5999498784542083,0.10888256877660751,0.8912252883116404,0.28197741508483887,30.6420841,2.5506082
40,20,8,5,0.6066365331411362,0.12571218609809875,0.8643151521682739,0.3002629280090332,26.9259090,2.2419543
40,20,8,6,0.5908044755458832,0.1464148759841919,0.8747753997643789,0.32718709111213684,33.5319710,2.7884147
40,20,8,7,0.6140966325998306,0.11923538893461227,0.8761812249819437,0.2901870310306549,27.6274414,2.3790841
40,20,8,8,0.6159867852926254,0.13626247644424438,0.8793250322341919,0.30798953771591187,29.4772243,2.4545076
40,20,8,9,0.592863267660141,0.13254916667938232,0.8802245855331421,0.30201640725135803,35.1299477,3.0123417
40,20,8,10,0.6020158052444458,0.10541903972625732,0.8805008133252462,0.27703261375427246,27.6133175,2.3362622
