seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
20,10,4,1,0.31035151580969494,1.3046138286590576,0.3312432865301768,1.0973924398422241,161.0129700,8.7627525
20,10,4,2,0.2235418756802877,1.3871955871582031,0.32882198691368103,1.139947772026062,158.3303375,8.9355841
20,10,4,3,0.23757881671190262,1.5688188076019287,0.34330812096595764,1.214839220046997,170.7477875,10.0140266
20,10,4,4,0.2029072567820549,1.196115493774414,0.3094415267308553,1.0493152141571045,170.7744446,8.6622257
20,10,4,5,0.1837142432729403,1.4545116424560547,0.27779032786687213,1.1654046773910522,158.8881836,8.9643621
20,10,4,6,0.1652686366190513,1.0887902975082397,0.2626846929391225,0.9987379908561707,165.9293976,9.0788584
20,10,4,7,0.1690177588413159,1.1144812107086182,0.252214640378952,1.014556884765625,188.3231201,8.7163677
20,10,4,8,0.16108022754391035,0.9423484802246094,0.2471038599809011,0.9243149757385254,163.4173889,8.4010725
20,10,4,9,0.1569596603512764,1.1154894828796387,0.24496978521347046,1.0136373043060303,141.2230530,10.0737419
20,10,4,10,0.15419611210624376,1.0011122226715088,0.24385092159112295,0.959782063961029,152.6603394,8.2256384
