seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
40,20,8,1,1.2297232151031494,3.2151668071746826,0.7672434523701668,1.6810111999511719,76.0243835,10.1422672
40,20,8,2,1.1214942276477813,2.648200035095215,0.6423959210515022,1.482064962387085,71.7902069,10.6461630
40,20,8,3,1.0761722087860108,2.6527066230773926,0.6058950300017992,1.483889102935791,73.3945999,10.0899248
40,20,8,4,1.0432198107242585,2.862900495529175,0.5102903619408607,1.583701491355896,69.1622162,9.0853577
40,20,8,5,1.0197937965393067,2.635761260986328,0.5071836958328882,1.5032377243041992,69.2721024,9.5581675
40,20,8,6,0.9796765923500061,2.5090084075927734,0.48288758595784503,1.4482320547103882,67.1723709,8.8887939
40,20,8,7,0.9373674631118775,2.7249064445495605,0.46043092757463455,1.5421254634857178,69.8606033,10.3235474
40,20,8,8,0.9036197543144227,2.2026965618133545,0.44992755850156146,1.3569555282592773,66.5755844,8.8146324
40,20,8,9,0.8706872820854187,2.3621368408203125,0.44244280209143955,1.4180715084075928,65.3842010,8.8595934
40,20,8,10,0.8539545476436615,2.4035582542419434,0.4371001770099004,1.4456366300582886,67.0320969,9.2105131
