Epoch: 1 | Train Loss: 0.4107486 Vali Loss: 0.7311266 Test Loss: 0.3967396 MAE Loss: 0.4161038
Epoch: 1 | Train Loss: 0.4108766 Vali Loss: 0.7311266 Test Loss: 0.3967396 MAE Loss: 0.4161038
Epoch: 2 | Train Loss: 0.3716929 Vali Loss: 0.7522808 Test Loss: 0.4099886 MAE Loss: 0.4216553
Epoch: 2 | Train Loss: 0.3723228 Vali Loss: 0.7522808 Test Loss: 0.4099886 MAE Loss: 0.4216553
Epoch: 3 | Train Loss: 0.3542851 Vali Loss: 0.7392500 Test Loss: 0.4018722 MAE Loss: 0.4192778
Epoch: 3 | Train Loss: 0.3517888 Vali Loss: 0.7392500 Test Loss: 0.4018722 MAE Loss: 0.4192778
Epoch: 4 | Train Loss: 0.3229397 Vali Loss: 0.8710539 Test Loss: 0.4107331 MAE Loss: 0.4281243
Epoch: 4 | Train Loss: 0.3235841 Vali Loss: 0.8710539 Test Loss: 0.4107331 MAE Loss: 0.4281243
Epoch: 5 | Train Loss: 0.2988326 Vali Loss: 0.9169115 Test Loss: 0.4348152 MAE Loss: 0.4397429
Epoch: 5 | Train Loss: 0.2992459 Vali Loss: 0.9169115 Test Loss: 0.4348152 MAE Loss: 0.4397429
Epoch: 6 | Train Loss: 0.2847994 Vali Loss: 0.9062912 Test Loss: 0.4382361 MAE Loss: 0.4423785
Epoch: 6 | Train Loss: 0.2800181 Vali Loss: 0.9062912 Test Loss: 0.4382361 MAE Loss: 0.4423785
Epoch: 7 | Train Loss: 0.2721469 Vali Loss: 0.9178568 Test Loss: 0.4614749 MAE Loss: 0.4553184
Epoch: 7 | Train Loss: 0.2732880 Vali Loss: 0.9178568 Test Loss: 0.4614749 MAE Loss: 0.4553184
Epoch: 8 | Train Loss: 0.2656287 Vali Loss: 0.9146939 Test Loss: 0.4648915 MAE Loss: 0.4571175
Epoch: 8 | Train Loss: 0.2698080 Vali Loss: 0.9146939 Test Loss: 0.4648915 MAE Loss: 0.4571175
Epoch: 9 | Train Loss: 0.2645688 Vali Loss: 0.9319295 Test Loss: 0.4633377 MAE Loss: 0.4567541
Epoch: 9 | Train Loss: 0.2653534 Vali Loss: 0.9319295 Test Loss: 0.4633377 MAE Loss: 0.4567541
Epoch: 10 | Train Loss: 0.2629849 Vali Loss: 0.9290948 Test Loss: 0.4641053 MAE Loss: 0.4570322
Epoch: 10 | Train Loss: 0.2643440 Vali Loss: 0.9290948 Test Loss: 0.4641053 MAE Loss: 0.4570322
Epoch: 11 | Train Loss: 0.2613300 Vali Loss: 0.9241490 Test Loss: 0.4631222 MAE Loss: 0.4567605
Epoch: 11 | Train Loss: 0.2646252 Vali Loss: 0.9241490 Test Loss: 0.4631222 MAE Loss: 0.4567605
Epoch: 1 | Train Loss: 0.4919365 Vali Loss: 1.0427204 Test Loss: 0.4265108 MAE Loss: 0.4333294
Epoch: 1 | Train Loss: 0.4896091 Vali Loss: 1.0427204 Test Loss: 0.4265108 MAE Loss: 0.4333294
Epoch: 2 | Train Loss: 0.4375652 Vali Loss: 1.0437468 Test Loss: 0.4539032 MAE Loss: 0.4511082
Epoch: 2 | Train Loss: 0.4320088 Vali Loss: 1.0437468 Test Loss: 0.4539032 MAE Loss: 0.4511082
Epoch: 3 | Train Loss: 0.4114981 Vali Loss: 1.0949974 Test Loss: 0.4338756 MAE Loss: 0.4400324
Epoch: 3 | Train Loss: 0.4171157 Vali Loss: 1.0949974 Test Loss: 0.4338756 MAE Loss: 0.4400324
Epoch: 4 | Train Loss: 0.3900283 Vali Loss: 1.1147331 Test Loss: 0.4449262 MAE Loss: 0.4476524
Epoch: 4 | Train Loss: 0.3853970 Vali Loss: 1.1147331 Test Loss: 0.4449262 MAE Loss: 0.4476524
Epoch: 5 | Train Loss: 0.3588192 Vali Loss: 1.0841387 Test Loss: 0.4542527 MAE Loss: 0.4528631
Epoch: 5 | Train Loss: 0.3576924 Vali Loss: 1.0841387 Test Loss: 0.4542527 MAE Loss: 0.4528631
Epoch: 6 | Train Loss: 0.3285265 Vali Loss: 1.1247811 Test Loss: 0.4792333 MAE Loss: 0.4702171
