YYYYMMDD,AbnlVol,Reference_Mean,VolChangePct,Direction,Description
2017-02-01,111985591.0,27638231.2130597,305.1836390567723,增高,"2017-02-01日的成交量(111,985,591.0股)较过去60个交易日的平均成交量(27,638,231.2股)增高了305.2%"
2017-05-02,45352199.0,23699194.133333333,91.36599643365653,增高,"2017-05-02日的成交量(45,352,199.0股)较过去60个交易日的平均成交量(23,699,194.1股)增高了91.4%"
2017-05-03,46997034.0,24030879.3,95.56934814282887,增高,"2017-05-03日的成交量(46,997,034.0股)较过去60个交易日的平均成交量(24,030,879.3股)增高了95.6%"
2017-05-08,48752472.0,24182234.816666666,101.60449342092757,增高,"2017-05-08日的成交量(48,752,472.0股)较过去60个交易日的平均成交量(24,182,234.8股)增高了101.6%"
2017-05-17,50786178.0,24852843.8,104.34755237145134,增高,"2017-05-17日的成交量(50,786,178.0股)较过去60个交易日的平均成交量(24,852,843.8股)增高了104.3%"
2017-06-09,64882785.0,25889388.183333334,150.6153661899559,增高,"2017-06-09日的成交量(64,882,785.0股)较过去60个交易日的平均成交量(25,889,388.2股)增高了150.6%"
2017-06-12,72309586.0,26774014.65,170.07375227532418,增高,"2017-06-12日的成交量(72,309,586.0股)较过去60个交易日的平均成交量(26,774,014.6股)增高了170.1%"
2017-08-02,69936800.0,27373581.383333333,155.49013488816516,增高,"2017-08-02日的成交量(69,936,800.0股)较过去60个交易日的平均成交量(27,373,581.4股)增高了155.5%"
2017-09-12,71714225.0,26099790.583333332,174.7693502406678,增高,"2017-09-12日的成交量(71,714,225.0股)较过去60个交易日的平均成交量(26,099,790.6股)增高了174.8%"
